target,buy,shopcar,Sales_3,Sales_7,active_ratio,buy_ratio
0,0,1,19,19,3.4285714285714284,0.09073842302878599
0,0,1,41,41,3.4285714285714284,0.09073842302878599
0,0,0,15,15,3.4285714285714284,0.09073842302878599
0,0,0,2,2,3.4285714285714284,0.09073842302878599
0,0,0,5,5,3.4285714285714284,0.09073842302878599
0,0,0,14,14,3.4285714285714284,0.09073842302878599
0,0,0,4,4,3.4285714285714284,0.09073842302878599
0,0,0,14,14,3.4285714285714284,0.09073842302878599
0,0,0,4,4,3.4285714285714284,0.09073842302878599
0,0,0,94,94,0.5714285714285714,0.05037783375314862
0,0,0,1,1,0.5714285714285714,0.05037783375314862
0,0,0,3,3,0.5714285714285714,0.05037783375314862
0,1,2,73,73,0.5714285714285714,0.05037783375314862
0,0,2,8,8,0.5714285714285714,0.05037783375314862
0,0,0,1,1,0.0,0.0
0,0,0,4,4,0.0,0.0
0,0,0,2,2,0.0,0.0
0,0,0,7,7,0.0,0.0
0,0,0,2,2,0.0,0.0
0,0,0,2,2,0.0,0.0
0,0,0,17,17,0.0,0.0
0,0,0,4,4,0.0,0.0
0,10,5,124,124,0.0,0.0
0,0,0,6,6,0.0,0.0
0,0,0,2,2,0.0,0.0
0,0,0,2,2,0.0,0.0
0,0,0,3,3,0.0,0.0
0,1,3,124,124,0.0,0.0
0,0,0,2,2,1.4285714285714286,0.11152416356877323
0,0,0,9,9,1.4285714285714286,0.11152416356877323
0,0,0,6,6,1.4285714285714286,0.11152416356877323
0,0,0,7,7,1.4285714285714286,0.11152416356877323
0,0,1,87,87,1.4285714285714286,0.11152416356877323
0,0,0,2,2,1.4285714285714286,0.11152416356877323
0,1,0,59,59,1.4285714285714286,0.11152416356877323
0,0,0,24,24,1.4285714285714286,0.11152416356877323
0,0,0,2,2,1.4285714285714286,0.11152416356877323
0,0,0,3,3,1.1428571428571428,0.17578125
0,0,0,6,6,1.1428571428571428,0.17578125
0,0,4,83,83,1.1428571428571428,0.17578125
0,0,0,7,7,1.1428571428571428,0.17578125
0,0,0,2,2,1.1428571428571428,0.17578125
0,0,0,1,1,1.1428571428571428,0.17578125
0,1,3,41,41,1.1428571428571428,0.17578125
0,0,0,8,8,1.1428571428571428,0.17578125
0,0,1,7,7,1.1428571428571428,0.17578125
0,0,0,1,1,1.1428571428571428,0.17578125
0,0,0,4,4,1.1428571428571428,0.17578125
0,0,0,11,11,1.1428571428571428,0.17578125
0,0,0,6,6,0.5714285714285714,0.045454545454545456
0,0,0,1,1,0.5714285714285714,0.045454545454545456
0,1,1,14,14,0.5714285714285714,0.045454545454545456
0,0,0,2,2,0.5714285714285714,0.045454545454545456
0,0,0,1,1,0.5714285714285714,0.045454545454545456
0,0,0,3,3,0.5714285714285714,0.045454545454545456
0,1,1,19,19,0.5714285714285714,0.045454545454545456
0,0,0,3,3,0.5714285714285714,0.045454545454545456
0,0,0,2,2,0.5714285714285714,0.045454545454545456
0,0,0,1,1,0.5714285714285714,0.045454545454545456
0,0,0,1,1,0.5714285714285714,0.045454545454545456
0,0,0,39,39,0.5714285714285714,0.045454545454545456
0,0,0,3,3,0.5714285714285714,0.045454545454545456
0,0,0,13,13,0.5714285714285714,0.045454545454545456
0,0,0,2,2,1.4285714285714286,0.07952286282306163
0,0,0,10,10,1.4285714285714286,0.07952286282306163
0,0,1,26,26,1.4285714285714286,0.07952286282306163
0,1,0,6,6,1.4285714285714286,0.07952286282306163
0,0,0,3,3,1.4285714285714286,0.07952286282306163
0,0,0,17,17,1.4285714285714286,0.07952286282306163
0,0,0,1,1,1.4285714285714286,0.07952286282306163
0,0,0,20,20,1.4285714285714286,0.07952286282306163
0,0,0,2,2,1.4285714285714286,0.07952286282306163
0,0,0,6,6,1.4285714285714286,0.07952286282306163
0,1,0,15,15,1.4285714285714286,0.07952286282306163
0,0,0,6,6,1.4285714285714286,0.07952286282306163
0,0,0,5,5,1.4285714285714286,0.07952286282306163
0,0,0,2,2,1.4285714285714286,0.07952286282306163
0,0,0,2,2,1.4285714285714286,0.07952286282306163
0,0,0,16,16,1.4285714285714286,0.07952286282306163
0,0,0,5,5,1.4285714285714286,0.07952286282306163
0,9,11,351,351,1.4285714285714286,0.07952286282306163
0,0,0,2,2,1.4285714285714286,0.07952286282306163
0,0,0,24,24,1.7142857142857142,0.06324110671936758
0,1,4,71,71,1.7142857142857142,0.06324110671936758
0,0,0,42,42,1.7142857142857142,0.06324110671936758
0,0,0,2,2,4.285714285714286,0.20764667106130522
0,0,0,2,2,1.4285714285714286,0.079155672823219
0,0,3,64,64,1.4285714285714286,0.079155672823219
0,0,0,2,2,1.4285714285714286,0.079155672823219
0,0,0,2,2,1.4285714285714286,0.079155672823219
0,0,0,13,13,1.4285714285714286,0.079155672823219
0,0,2,16,16,1.4285714285714286,0.079155672823219
0,2,2,79,79,1.4285714285714286,0.079155672823219
0,0,0,2,2,1.4285714285714286,0.079155672823219
0,0,0,51,51,1.4285714285714286,0.079155672823219
0,0,0,4,4,1.4285714285714286,0.079155672823219
0,0,0,3,3,1.4285714285714286,0.079155672823219
0,1,9,152,152,1.4285714285714286,0.079155672823219
0,0,8,102,102,1.4285714285714286,0.079155672823219
0,0,0,6,6,1.4285714285714286,0.079155672823219
0,0,7,50,50,1.4285714285714286,0.079155672823219
0,2,2,67,67,1.4285714285714286,0.079155672823219
0,1,1,15,15,1.4285714285714286,0.079155672823219
0,0,0,42,42,1.4285714285714286,0.079155672823219
0,1,3,20,20,1.4285714285714286,0.079155672823219
0,0,0,4,4,1.4285714285714286,0.079155672823219
0,0,0,4,4,1.4285714285714286,0.079155672823219
0,0,1,7,7,1.4285714285714286,0.079155672823219
0,0,0,49,49,1.4285714285714286,0.079155672823219
0,0,0,1,1,0.2857142857142857,0.04484304932735426
0,0,0,3,3,0.2857142857142857,0.04484304932735426
0,0,0,2,2,0.2857142857142857,0.04484304932735426
0,0,0,1,1,2.857142857142857,0.2564102564102564
0,1,2,51,51,1.1428571428571428,0.07343941248470012
0,0,0,69,69,1.7142857142857142,0.14
0,0,3,15,15,1.1428571428571428,0.13986013986013987
0,0,0,27,27,1.1428571428571428,0.13986013986013987
0,0,0,14,14,0.8571428571428571,0.10080645161290322
0,0,0,9,9,0.8571428571428571,0.10080645161290322
0,1,1,40,40,0.8571428571428571,0.10080645161290322
0,1,1,42,42,0.8571428571428571,0.10080645161290322
0,0,0,5,5,0.8571428571428571,0.10080645161290322
0,0,0,7,7,0.5714285714285714,0.06134969325153374
0,0,0,2,2,0.5714285714285714,0.06134969325153374
0,0,0,2,2,0.5714285714285714,0.06134969325153374
0,0,0,7,7,0.5714285714285714,0.06134969325153374
0,0,0,2,2,0.5714285714285714,0.06134969325153374
0,0,0,2,2,0.5714285714285714,0.06134969325153374
0,0,0,4,4,0.5714285714285714,0.06134969325153374
0,0,3,15,15,0.8571428571428571,0.21889400921658986
0,0,0,3,3,0.8571428571428571,0.21889400921658986
0,3,1,24,24,0.8571428571428571,0.21889400921658986
0,0,0,3,3,0.2857142857142857,0.00904977375565611
0,0,0,12,12,0.2857142857142857,0.00904977375565611
0,0,2,67,67,0.2857142857142857,0.00904977375565611
0,0,0,4,4,0.2857142857142857,0.00904977375565611
0,0,0,1,1,0.2857142857142857,0.00904977375565611
0,0,0,1,1,0.2857142857142857,0.00904977375565611
0,0,0,1,1,0.2857142857142857,0.00904977375565611
0,0,0,2,2,0.2857142857142857,0.00904977375565611
0,0,0,1,1,0.2857142857142857,0.00904977375565611
0,0,0,1,1,0.2857142857142857,0.00904977375565611
0,0,0,1,1,0.2857142857142857,0.00904977375565611
0,0,0,1,1,0.2857142857142857,0.00904977375565611
0,0,2,8,8,0.2857142857142857,0.00904977375565611
0,0,0,1,1,0.2857142857142857,0.00904977375565611
0,2,2,51,51,0.2857142857142857,0.00904977375565611
0,0,0,1,1,0.2857142857142857,0.00904977375565611
0,0,0,1,1,0.2857142857142857,0.00904977375565611
0,0,0,4,4,0.2857142857142857,0.00904977375565611
0,2,5,50,50,0.2857142857142857,0.00904977375565611
0,0,0,1,1,0.2857142857142857,0.00904977375565611
0,0,0,6,6,0.2857142857142857,0.00904977375565611
0,1,3,124,124,3.142857142857143,0.5573248407643312
0,0,0,28,28,0.0,0.0
0,0,0,20,20,2.0,0.0509204857030944
0,0,0,2,2,2.0,0.0509204857030944
0,0,0,2,2,2.0,0.0509204857030944
0,0,0,3,3,2.0,0.0509204857030944
0,0,0,16,16,2.0,0.0509204857030944
0,1,2,33,33,2.0,0.0509204857030944
0,0,0,1,1,2.0,0.0509204857030944
0,0,1,30,30,2.0,0.0509204857030944
0,0,0,5,5,2.0,0.0509204857030944
0,0,0,2,2,2.0,0.0509204857030944
0,0,1,80,80,1.1428571428571428,0.07692307692307693
0,0,0,3,3,1.1428571428571428,0.07692307692307693
0,0,0,27,27,1.1428571428571428,0.07692307692307693
0,0,0,8,8,1.1428571428571428,0.07692307692307693
0,0,0,114,114,1.1428571428571428,0.07692307692307693
0,0,0,3,3,1.1428571428571428,0.07692307692307693
0,2,1,58,58,1.1428571428571428,0.07692307692307693
0,0,0,57,57,1.1428571428571428,0.07692307692307693
0,1,2,73,73,1.1428571428571428,0.07692307692307693
0,0,0,6,6,2.0,0.17402945113788487
0,0,0,6,6,0.0,0.0
0,0,0,2,2,2.0,0.425531914893617
0,2,1,18,18,2.0,0.425531914893617
0,0,0,2,2,2.0,0.425531914893617
0,0,0,2,2,2.0,0.425531914893617
0,0,0,1,1,2.0,0.425531914893617
0,4,10,243,243,0.5714285714285714,0.08014247551202137
0,0,0,11,11,0.5714285714285714,0.08014247551202137
0,0,0,50,50,0.5714285714285714,0.08014247551202137
0,0,0,12,12,0.5714285714285714,0.08014247551202137
0,0,0,3,3,0.5714285714285714,0.08014247551202137
0,1,1,29,29,0.5714285714285714,0.08014247551202137
0,0,0,6,6,0.5714285714285714,0.08014247551202137
0,3,5,238,238,0.5714285714285714,0.08014247551202137
0,0,0,10,10,0.5714285714285714,0.08014247551202137
0,0,0,1,1,0.5714285714285714,0.08014247551202137
0,0,2,101,101,0.5714285714285714,0.08014247551202137
0,0,1,13,13,0.5714285714285714,0.08014247551202137
0,0,0,5,5,0.5714285714285714,0.08014247551202137
0,0,0,3,3,0.0,0.0
0,0,0,2,2,0.0,0.0
0,0,0,2,2,0.0,0.0
0,0,0,1,1,0.0,0.0
0,0,0,1,1,0.0,0.0
0,0,0,1,1,0.0,0.0
0,0,0,4,4,0.0,0.0
0,0,0,6,6,0.0,0.0
0,0,0,1,1,0.0,0.0
0,0,0,2,2,0.0,0.0
0,0,0,8,8,0.0,0.0
0,0,0,2,2,0.0,0.0
0,0,0,2,2,0.0,0.0
0,0,0,4,4,1.4285714285714286,0.06523157208088715
0,0,1,19,19,1.4285714285714286,0.06523157208088715
0,0,1,12,12,1.4285714285714286,0.06523157208088715
0,0,0,3,3,1.4285714285714286,0.06523157208088715
0,0,0,6,6,1.4285714285714286,0.06523157208088715
0,0,0,3,3,1.4285714285714286,0.06523157208088715
0,0,0,2,2,1.4285714285714286,0.06523157208088715
0,0,0,16,16,1.4285714285714286,0.06523157208088715
0,0,0,2,2,1.4285714285714286,0.06523157208088715
0,0,0,2,2,1.4285714285714286,0.06523157208088715
0,0,0,1,1,1.4285714285714286,0.06523157208088715
0,0,0,4,4,1.4285714285714286,0.06523157208088715
0,0,0,2,2,1.4285714285714286,0.06523157208088715
0,0,0,8,8,1.4285714285714286,0.06523157208088715
0,0,0,10,10,1.4285714285714286,0.06523157208088715
0,1,2,23,23,1.4285714285714286,0.06523157208088715
0,1,1,11,11,1.4285714285714286,0.06523157208088715
0,0,0,4,4,1.4285714285714286,0.06523157208088715
0,0,0,5,5,1.4285714285714286,0.06523157208088715
0,0,0,7,7,1.4285714285714286,0.06523157208088715
0,0,0,2,2,0.0,0.0
0,0,0,7,7,2.2857142857142856,0.18484288354898337
0,0,0,1,1,2.2857142857142856,0.18484288354898337
